email,first_name,initials,last_name,dob,gender,role,phone,street_address,city,state_province,postal_code,country,password1,password2
emma.schneider@hotmail.com,Emma,M,Schneider,8/30/1970,female,parent,+4748185251,779 Maple Blvd,Prague,Tirana,83423,MK,@0BusiaKenya,@0BusiaKenya
erik.petrov@gmail.com,Erik,I,Petrov,4/27/1968,male,parent,+4748189241,795 Oak Ave,Dublin,Bucharest,34453,AL,@0BusiaKenya,@0BusiaKenya
fabian.smits@example.com,Fabian,B,Smits,3/19/1972,male,parent,+4748187033,765 Maple Blvd,Tirana,Budapest,43276,IT,@0BusiaKenya,@0BusiaKenya
finn.ivanov@hotmail.com,Finn,N,Ivanov,7/14/1972,male,parent,+4748184578,539 Main St,Zurich,North Holland,58928,RO,@0BusiaKenya,@0BusiaKenya
florian.popescu@outlook.com,Florian,O,Popescu,8/25/1970,male,parent,+4748187480,764 Main St,Stockholm,Bavaria,44399,BA,@0BusiaKenya,@0BusiaKenya
gabriel.petrov@gmail.com,Gabriel,B,Petrov,3/20/1967,male,parent,+4748184416,111 Main St,Prague,Belgrade,33259,DE,@0BusiaKenya,@0BusiaKenya
xavier.andersen@outlook.com,Xavier,V,Andersen,4/26/1967,male,parent,+4748189946,488 Oak Ave,Bratislava,Tirana,37891,CH,@0BusiaKenya,@0BusiaKenya
georgi.andersen@outlook.com,Georgi,O,Andersen,4/5/1974,male,parent,+4748186146,671 Oak Ave,Madrid,Zurich,13433,DE,@0BusiaKenya,@0BusiaKenya
georgios.smits@example.com,Georgios,O,Smits,10/29/1964,male,parent,+4748185878,920 Main St,Oslo,Bucharest,69244,FR,@0BusiaKenya,@0BusiaKenya
giovanni.novak@example.com,Giovanni,O,Novak,4/11/1968,male,parent,+4748185749,237 Main St,Amsterdam,Sarajevo,42680,IT,@0BusiaKenya,@0BusiaKenya
giulia.lindberg@gmail.com,Giulia,U,Lindberg,6/21/1963,female,parent,+4748185846,512 Oak Ave,Amsterdam,Zurich,54355,IE,@0BusiaKenya,@0BusiaKenya
haris.johansson@yahoo.com,Haris,R,Johansson,3/25/1966,male,parent,+4748185039,684 Maple Blvd,Reykjavik,Masovian,84318,CZ,@0BusiaKenya,@0BusiaKenya
ieva.jensen@outlook.com,Ieva,V,Jensen,12/13/1974,female,parent,+4748184447,943 Oak Ave,Sarajevo,Capital Region,79750,ES,@0BusiaKenya,@0BusiaKenya
ilir.smits@outlook.com,Ilir,I,Smits,7/20/1974,male,parent,+4748186512,300 Maple Blvd,Prague,Masovian,66389,CH,@0BusiaKenya,@0BusiaKenya
ioana.jensen@yahoo.com,Ioana,A,Jensen,9/27/1971,female,parent,+4748187688,697 Main St,Paris,Bavaria,79638,IT,@0BusiaKenya,@0BusiaKenya
ion.jensen@outlook.com,Ion,N,Jensen,11/14/1973,male,parent,+4748189796,Åshagen 180,Levanger,Levanger,7896,NO,@0BusiaKenya,@0BusiaKenya
ivan.schneider@gmail.com,Ivan,A,Schneider,8/3/1969,male,parent,+4748184975,462 Oak Ave,Zurich,Central Slovenia,85219,RS,@0BusiaKenya,@0BusiaKenya
ivana.schneider@example.com,Ivana,A,Schneider,10/6/1973,female,parent,+4748189753,154 Main St,Bratislava,Leinster,44382,ES,@0BusiaKenya,@0BusiaKenya
ivana.kowalski@yahoo.com,Ivana,A,Kowalski,11/6/1966,female,parent,+4748188902,528 Oak Ave,Bucharest,North Holland,43904,NL,@0BusiaKenya,@0BusiaKenya
zuzana.johansson@yahoo.com,Zuzana,Z,Johansson,4/28/1972,female,parent,+4748188039,200 Oak Ave,Sarajevo,Madrid,60033,SK,@0BusiaKenya,@0BusiaKenya
jakub.hansen@hotmail.com,Jakub,K,Hansen,11/25/1964,male,parent,+4748183579,514 Oak Ave,Oslo,Oslo,89211,CH,@0BusiaKenya,@0BusiaKenya
jan.dimitrov@hotmail.com,Jan,N,Dimitrov,12/3/1965,male,parent,+4748183646,45 Main St,Ljubljana,Masovian,30242,IT,@0BusiaKenya,@0BusiaKenya
javier.jensen@outlook.com,Javier,V,Jensen,6/3/1971,male,parent,+4748185287,847 Main St,Ljubljana,North Holland,75992,RO,@0BusiaKenya,@0BusiaKenya
jelena.kowalski@example.com,Jelena,L,Kowalski,10/29/1963,female,parent,+4748186151,208 Maple Blvd,Dublin,Skopje,29915,SE,@0BusiaKenya,@0BusiaKenya
johan.rossi@gmail.com,Johan,H,Rossi,3/26/1971,male,parent,+4748183699,949 Main St,Reykjavik,Skopje,29932,BA,@0BusiaKenya,@0BusiaKenya
jonas.novak@hotmail.com,Jonas,N,Novak,6/25/1974,male,parent,+4748188304,630 Main St,Madrid,Prague Region,90808,NL,@0BusiaKenya,@0BusiaKenya
jordi.schneider@example.com,Jordi,R,Schneider,10/23/1970,male,parent,+4748189458,973 Maple Blvd,Tirana,Stockholm County,44578,SI,@0BusiaKenya,@0BusiaKenya
jovana.lindberg@gmail.com,Jovana,V,Lindberg,11/8/1970,female,parent,+4748185544,509 Oak Ave,Prague,Prague Region,54466,IS,@0BusiaKenya,@0BusiaKenya
julien.bakker@outlook.com,Julien,L,Bakker,7/21/1963,male,parent,+4748184109,147 Oak Ave,Prague,Central Slovenia,47107,SK,@0BusiaKenya,@0BusiaKenya
jussi.dimitrov@hotmail.com,Jussi,S,Dimitrov,9/1/1971,male,parent,+4748186877,508 Main St,Bratislava,Budapest,24820,PL,@0BusiaKenya,@0BusiaKenya
kacper.ivanov@hotmail.com,Kacper,C,Ivanov,8/13/1972,male,parent,+4748186143,244 Main St,Amsterdam,Sarajevo,26356,AL,@0BusiaKenya,@0BusiaKenya
thomas.andersen@yahoo.com,Thomas,O,Andersen,9/23/1966,male,parent,+4748188865,298 Main St,Skopje,Lazio,24545,IS,@0BusiaKenya,@0BusiaKenya
tobias.popescu@gmail.com,Tobias,B,Popescu,6/12/1971,male,parent,+4748185147,636 Main St,Stockholm,Sarajevo,36963,CZ,@0BusiaKenya,@0BusiaKenya
tom.popescu@outlook.com,Tom,M,Popescu,11/5/1965,male,parent,+4748185191,49 Oak Ave,Budapest,Skopje,38145,DE,@0BusiaKenya,@0BusiaKenya
kristijan.dubois@yahoo.com,Kristijan,I,Dubois,4/23/1963,male,parent,+4748189691,42 Oak Ave,Sarajevo,Bavaria,22528,CH,@0BusiaKenya,@0BusiaKenya
laia.popescu@gmail.com,Laia,I,Popescu,9/6/1968,female,parent,+4748188523,123 Main St,Sarajevo,Lazio,62747,SI,@0BusiaKenya,@0BusiaKenya
laima.andersen@yahoo.com,Laima,I,Andersen,9/25/1966,female,parent,+4748186675,207 Main St,Oslo,Leinster,36118,MK,@0BusiaKenya,@0BusiaKenya
lara.hansen@gmail.com,Lara,R,Hansen,7/25/1971,female,parent,+4748186369,Skoghagen 5,Fauske,Fauske,6699,NO,@0BusiaKenya,@0BusiaKenya
leon.smits@example.com,Leon,O,Smits,8/15/1970,male,parent,+4748185774,33 Oak Ave,Oslo,Bucharest,62888,FR,@0BusiaKenya,@0BusiaKenya
lili.johansson@gmail.com,Lili,L,Johansson,10/25/1974,female,parent,+4748186870,Elvgata 87,Moelv,Moelv,1781,NO,@0BusiaKenya,@0BusiaKenya
lirim.rossi@hotmail.com,Lirim,R,Rossi,4/9/1968,male,parent,+4748188374,979 Oak Ave,Amsterdam,Sarajevo,59996,SK,@0BusiaKenya,@0BusiaKenya
lotte.dimitrov@example.com,Lotte,T,Dimitrov,7/24/1970,female,parent,+4748188940,Solstien 200,Kongsvinger,Kongsvinger,9803,NO,@0BusiaKenya,@0BusiaKenya
luca.kowalski@hotmail.com,Luca,C,Kowalski,10/15/1972,male,parent,+4748188876,912 Oak Ave,Belgrade,Oslo,23463,NL,@0BusiaKenya,@0BusiaKenya
lucas.hansen@example.com,Lucas,C,Hansen,7/14/1964,male,parent,+4748189827,798 Pine Rd,Budapest,Central Slovenia,83757,NL,@0BusiaKenya,@0BusiaKenya
lucia.petrov@hotmail.com,Lucia,C,Petrov,5/21/1969,female,parent,+4748186378,695 Main St,Skopje,Tirana,57319,BA,@0BusiaKenya,@0BusiaKenya
vanessa.popescu@hotmail.com,Vanessa,N,Popescu,4/2/1974,female,parent,+4748186981,71 Oak Ave,Amsterdam,Zurich,12192,SE,@0BusiaKenya,@0BusiaKenya
vjollca.popescu@hotmail.com,Vjollca,O,Popescu,5/11/1967,female,parent,+4748183577,127 Main St,Berlin,Skopje,13928,IS,@0BusiaKenya,@0BusiaKenya
luka.bakker@yahoo.com,Luka,K,Bakker,12/8/1973,male,parent,+4748189382,116 Oak Ave,Warsaw,Belgrade,55297,NL,@0BusiaKenya,@0BusiaKenya
lukas.kowalski@gmail.com,Lukas,K,Kowalski,9/11/1963,male,parent,+4748185897,13 Oak Ave,Berlin,Tirana,25125,IS,@0BusiaKenya,@0BusiaKenya
maksym.andersen@outlook.com,Maksym,K,Andersen,8/26/1970,male,parent,+4748187785,911 Pine Rd,Tirana,Masovian,73326,AL,@0BusiaKenya,@0BusiaKenya
manon.ivanov@example.com,Manon,N,Ivanov,4/7/1966,female,parent,+4748187050,183 Pine Rd,Sarajevo,Lazio,44895,SK,@0BusiaKenya,@0BusiaKenya
marc.rossi@yahoo.com,Marc,R,Rossi,7/19/1969,male,parent,+4748188707,773 Maple Blvd,Sarajevo,Capital Region,93274,CZ,@0BusiaKenya,@0BusiaKenya
maria.jensen@hotmail.com,Maria,R,Jensen,3/26/1963,female,parent,+4748186498,933 Oak Ave,Bratislava,Belgrade,50132,FR,@0BusiaKenya,@0BusiaKenya
maria.andersen@hotmail.com,Maria,R,Andersen,4/15/1973,female,parent,+4748189466,448 Oak Ave,Madrid,Skopje,49733,HU,@0BusiaKenya,@0BusiaKenya
maria.popescu@hotmail.com,Maria,R,Popescu,12/3/1965,female,parent,+4748187356,758 Maple Blvd,Stockholm,Bratislava,92501,SE,@0BusiaKenya,@0BusiaKenya
marko.jensen@yahoo.com,Marko,R,Jensen,6/3/1971,male,parent,+4748185131,394 Maple Blvd,Oslo,Budapest,71869,RS,@0BusiaKenya,@0BusiaKenya
mart.rossi@outlook.com,Mart,R,Rossi,10/29/1963,male,parent,+4748184793,336 Pine Rd,Warsaw,Zurich,84955,SK,@0BusiaKenya,@0BusiaKenya
martin.novak@hotmail.com,Martin,R,Novak,3/26/1971,male,parent,+4748189408,819 Maple Blvd,Bucharest,Bratislava,98718,FR,@0BusiaKenya,@0BusiaKenya
matilde.ivanov@hotmail.com,Matilde,T,Ivanov,6/25/1974,female,parent,+4748186152,51 Pine Rd,Zurich,Zurich,53548,PL,@0BusiaKenya,@0BusiaKenya
max.jensen@example.com,Max,X,Jensen,10/23/1970,male,parent,+4748188024,585 Maple Blvd,Zurich,Bavaria,23194,CZ,@0BusiaKenya,@0BusiaKenya
maximilian.popescu@example.com,Maximilian,X,Popescu,11/8/1970,male,parent,+4748187778,361 Main St,Skopje,Stockholm County,32177,SE,@0BusiaKenya,@0BusiaKenya
mia.dubois@example.com,Mia,A,Dubois,7/21/1963,female,parent,+4748188346,243 Main St,Zurich,Zurich,96371,PL,@0BusiaKenya,@0BusiaKenya
milan.hansen@example.com,Milan,L,Hansen,6/12/1971,male,parent,+4748188497,931 Pine Rd,Bratislava,Skopje,78495,IT,@0BusiaKenya,@0BusiaKenya
milica.popescu@example.com,Milica,L,Popescu,11/5/1965,female,parent,+4748183509,Vikhagen 3,Kongsvinger,Kongsvinger,3165,NO,@0BusiaKenya,@0BusiaKenya
mireia.rossi@gmail.com,Mireia,R,Rossi,4/23/1963,female,parent,+4748188854,884 Maple Blvd,Zurich,Stockholm County,50646,IE,@0BusiaKenya,@0BusiaKenya
natalia.hansen@gmail.com,Natalia,T,Hansen,9/6/1968,female,parent,+4748189879,173 Maple Blvd,Sarajevo,Capital Region,37718,RO,@0BusiaKenya,@0BusiaKenya
natalia.schneider@gmail.com,Natalia,T,Schneider,9/25/1966,female,parent,+4748185111,Elvbakken 43,Hønefoss,Hønefoss,7551,NO,@0BusiaKenya,@0BusiaKenya
nemanja.lindberg@example.com,Nemanja,M,Lindberg,7/25/1971,male,parent,+4748184853,557 Oak Ave,Rome,Bucharest,62636,ES,@0BusiaKenya,@0BusiaKenya
nik.schneider@outlook.com,Nik,K,Schneider,7/17/1972,male,parent,+4748183782,171 Pine Rd,Warsaw,Prague Region,25850,BA,@0BusiaKenya,@0BusiaKenya
nika.andersen@gmail.com,Nika,K,Andersen,8/15/1970,female,parent,+4748183350,871 Main St,Zurich,Bavaria,10617,HU,@0BusiaKenya,@0BusiaKenya
nikola.kowalski@outlook.com,Nikola,K,Kowalski,10/25/1974,male,parent,+4748187132,167 Oak Ave,Belgrade,Stockholm County,38809,MK,@0BusiaKenya,@0BusiaKenya
noah.popescu@example.com,Noah,A,Popescu,4/9/1968,male,parent,+4748184572,652 Main St,Zurich,Bucharest,44530,IE,@0BusiaKenya,@0BusiaKenya
oleksandr.lindberg@gmail.com,Oleksandr,E,Lindberg,10/15/1972,male,parent,+4748187175,309 Maple Blvd,Madrid,Bratislava,23171,PL,@0BusiaKenya,@0BusiaKenya
ornela.petrov@gmail.com,Ornela,N,Petrov,5/21/1969,female,parent,+4748189502,492 Oak Ave,Paris,Budapest,59507,PL,@0BusiaKenya,@0BusiaKenya
paul.ivanov@gmail.com,Paul,U,Ivanov,3/10/1965,male,parent,+4748188578,293 Maple Blvd,Bucharest,Prague Region,69172,IS,@0BusiaKenya,@0BusiaKenya
peter.kowalski@yahoo.com,Peter,T,Kowalski,4/2/1974,male,parent,+4748183849,878 Oak Ave,Madrid,Oslo,23516,IS,@0BusiaKenya,@0BusiaKenya
pierre.dimitrov@hotmail.com,Pierre,E,Dimitrov,5/11/1967,male,parent,+4748184788,460 Pine Rd,Skopje,Skopje,88700,HU,@0BusiaKenya,@0BusiaKenya
piotr.kowalski@gmail.com,Piotr,O,Kowalski,12/8/1973,male,parent,+4748188424,191 Maple Blvd,Berlin,North Holland,27607,SI,@0BusiaKenya,@0BusiaKenya
saoirse.popescu@example.com,Saoirse,O,Popescu,9/11/1963,female,parent,+4748184189,943 Maple Blvd,Warsaw,North Holland,91451,SK,@0BusiaKenya,@0BusiaKenya
sean.dubois@gmail.com,Sean,A,Dubois,8/26/1970,male,parent,+4748188786,261 Main St,Warsaw,Prague Region,89157,CH,@0BusiaKenya,@0BusiaKenya
selina.ivanov@example.com,Selina,L,Ivanov,4/7/1966,female,parent,+4748183837,454 Pine Rd,Stockholm,North Holland,99115,CZ,@0BusiaKenya,@0BusiaKenya
sergey.hansen@yahoo.com,Sergey,R,Hansen,3/26/1963,male,parent,+4748186140,491 Oak Ave,Stockholm,Tirana,78266,MK,@0BusiaKenya,@0BusiaKenya
dennis_elvebu@norwailmail.no,Dennis,N,Elvebu,4/9/1967,male,parent,+4796691308,Havhagen 26,Notodden,Notodden,5815,NO,@0BusiaKenya,@0BusiaKenya
christina_binger@bivgs.no,Christina,R,Binger,11/7/2003,female,student,+4796820891,Solbakken 190,Stjørdal,Stjørdal,8089,NO,@0BusiaKenya,@0BusiaKenya
alex_walekhwa@bivgs.no,Alex,E,Walekhwa,2/2/2003,male,student,+4796448109,Dalstien 49,Tynset,Tynset,8576,NO,@0BusiaKenya,@0BusiaKenya
philip_leo@bivgs.no,Philip,I,Leo,6/20/2003,male,student,+4796648923,Fjordstien 150,Arendal,Arendal,3890,NO,@0BusiaKenya,@0BusiaKenya
shoni_hlongwane@bivgs.no,Shoni,O,Hlongwane,12/22/2003,female,student,+4796426503,Dalstien 153,Alta,Alta,2163,NO,@0BusiaKenya,@0BusiaKenya
maria_kedibone@bivgs.no,Maria,R,Kedibone,5/17/2003,female,student,+4796996185,Skoghagen 23,Sogndal,Sogndal,5367,NO,@0BusiaKenya,@0BusiaKenya
hannah_hansen@bivgs.no,Hannah,N,Hansen,1/26/2003,female,student,+4796980662,Solveien 46,Jessheim,Jessheim,7818,NO,@0BusiaKenya,@0BusiaKenya
ole_johansen@bivgs.no,Ole,E,Johansen,9/11/2003,male,student,+4796783863,Elvstien 154,Alta,Alta,3971,NO,@0BusiaKenya,@0BusiaKenya
lars_olsen@bivgs.no,Lars,R,Olsen,8/7/2003,male,student,+4796613876,Vikveien 148,Levanger,Levanger,5054,NO,@0BusiaKenya,@0BusiaKenya
sofie_jensen@bivgs.no,Sofie,F,Jensen,5/25/2003,female,student,+4796643797,Skoggata 7,Lillestrøm,Lillestrøm,5394,NO,@0BusiaKenya,@0BusiaKenya
emma_devries@bivgs.no,Emma,M,de Vries,1/10/2003,female,student,+4796324848,Elvbråten 131,Notodden,Notodden,3196,NO,@0BusiaKenya,@0BusiaKenya
solveig_eliassen@bivgs.no,Solveig,L,Eliassen,2/2/2003,female,student,+4796354999,Vikhagen 12,Arendal,Arendal,4681,NO,@0BusiaKenya,@0BusiaKenya
odd_knudsen@bivgs.no,Odd,D,Knudsen,4/15/2003,male,student,+4796201810,Dalbråten 70,Levanger,Levanger,8518,NO,@0BusiaKenya,@0BusiaKenya
grethe_myklebust@bivgs.no,Grethe,E,Myklebust,3/9/2003,female,student,+4796219850,Bergplassen 198,Kirkenes,Kirkenes,2435,NO,@0BusiaKenya,@0BusiaKenya
marco_rossi@bivgs.no,Marco,R,Rossi,3/10/2003,male,student,+4796754866,Lundbakken 105,Jessheim,Jessheim,3801,NO,@0BusiaKenya,@0BusiaKenya
ingrid_eide@bivgs.no,Ingrid,G,Eide,2/9/2003,female,student,+4796722981,Åsplassen 124,Narvik,Narvik,6548,NO,@0BusiaKenya,@0BusiaKenya
hanna_andresen@bivgs.no,Hanna,N,Andresen,1/27/2003,female,student,+4796944148,Åsstien 186,Stjørdal,Stjørdal,3076,NO,@0BusiaKenya,@0BusiaKenya
jorunn_eliassen@bivgs.no,Jorunn,R,Eliassen,4/18/2003,female,student,+4796555942,Berghagen 125,Alta,Alta,2977,NO,@0BusiaKenya,@0BusiaKenya
sebastian_kristiansen@bivgs.no,Sebastian,B,Kristiansen,6/21/2003,male,student,+4796543745,Vikbråten 136,Jessheim,Jessheim,8096,NO,@0BusiaKenya,@0BusiaKenya
camilla_mikkelsen@bivgs.no,Camilla,M,Mikkelsen,4/23/2003,female,student,+4796365042,Fjordbakken 105,Narvik,Narvik,4152,NO,@0BusiaKenya,@0BusiaKenya
prof_birkeland@bivgs.no,Prof,O,Birkeland,8/12/2003,male,student,+4796785914,Elvbråten 116,Alta,Alta,4411,NO,@0BusiaKenya,@0BusiaKenya
hanna_isaksen@bivgs.no,Hanna,N,Isaksen,1/10/2003,female,student,+4796795241,Skoghagen 192,Stjørdal,Stjørdal,1124,NO,@0BusiaKenya,@0BusiaKenya
kristine_berg@bivgs.no,Kristine,I,Berg,10/6/2003,female,student,+4796821595,Fjordveien 69,Lillestrøm,Lillestrøm,9711,NO,@0BusiaKenya,@0BusiaKenya
odd_ahmed@bivgs.no,Odd,D,Ahmed,5/1/2003,male,student,+4796665048,Dalveien 149,Fauske,Fauske,3905,NO,@0BusiaKenya,@0BusiaKenya
gunnar_brekke@bivgs.no,Gunnar,N,Brekke,10/12/2003,male,student,+4796681795,Vikenga 43,Fauske,Fauske,5678,NO,@0BusiaKenya,@0BusiaKenya
gerd_bakken@bivgs.no,Gerd,R,Bakken,10/26/2003,female,student,+4796948073,Havveien 5,Moelv,Moelv,3320,NO,@0BusiaKenya,@0BusiaKenya
aisha_nakaweesi@bivgs.no,Aisha,S,Nakaweesi,3/26/2003,female,student,+4796321554,Åsveien 117,Sandvika,Sandvika,3780,NO,@0BusiaKenya,@0BusiaKenya
kato_muwanguzi@bivgs.no,Kato,T,Muwanguzi,5/12/2003,male,student,+4796321079,Lundveien 113,Lillestrøm,Lillestrøm,6256,NO,@0BusiaKenya,@0BusiaKenya
nansubuga_nakalema@bivgs.no,Nansubuga,N,Nakalema,1/25/2003,female,student,+4796900452,Havbakken 160,Narvik,Narvik,2067,NO,@0BusiaKenya,@0BusiaKenya
joakim_edvardsen@bivgs.no,Joakim,A,Edvardsen,2/11/2003,male,student,+4796433545,Vikbakken 101,Levanger,Levanger,8347,NO,@0BusiaKenya,@0BusiaKenya
don_pettersen@bivgs.no,Don,N,Pettersen,6/3/2003,male,student,+4796388987,Lundveien 174,Arendal,Arendal,6729,NO,@0BusiaKenya,@0BusiaKenya
frank_abrahamsen@bivgs.no,Frank,A,Abrahamsen,3/27/2003,male,student,+4796275941,Fjordgata 65,Arendal,Arendal,3272,NO,@0BusiaKenya,@0BusiaKenya
thor_sandvik@bivgs.no,Thor,O,Sandvik,12/21/2003,male,student,+4796736394,Bergbråten 49,Moelv,Moelv,5978,NO,@0BusiaKenya,@0BusiaKenya
petter_ellingsen@bivgs.no,Petter,T,Ellingsen,1/21/2003,male,student,+4796390612,Lundstien 91,Alta,Alta,7053,NO,@0BusiaKenya,@0BusiaKenya
sindre_hansen@bivgs.no,Sindre,N,Hansen,10/12/2003,male,student,+4796651854,Lundbakken 98,Hønefoss,Hønefoss,2416,NO,@0BusiaKenya,@0BusiaKenya
simen_myhre@bivgs.no,Simen,M,Myhre,9/1/2003,female,student,+4796676950,Åsgata 10,Førde,Førde,7785,NO,@0BusiaKenya,@0BusiaKenya
trond_karlsen@bivgs.no,Trond,O,Karlsen,7/7/2003,female,student,+4796993882,Elvbråten 125,Hønefoss,Hønefoss,8269,NO,@0BusiaKenya,@0BusiaKenya
emily_thompson@bivgs.no,Emily,I,Thompson,9/25/2003,female,student,+4796186164,Vikhagen 176,Sogndal,Sogndal,9841,NO,@0BusiaKenya,@0BusiaKenya
unni_jacobsen@bivgs.no,Unni,N,Jacobsen,8/14/2003,female,student,+4796264020,Åsbråten 190,Moelv,Moelv,6859,NO,@0BusiaKenya,@0BusiaKenya
grethe_brekke@bivgs.no,Grethe,E,Brekke,1/18/2003,female,student,+4796994513,Vikenga 58,Gjøvik,Gjøvik,1269,NO,@0BusiaKenya,@0BusiaKenya
ruth_pedersen@bivgs.no,Ruth,T,Pedersen,11/10/2003,female,student,+4796378691,Elvgata 16,Sogndal,Sogndal,6398,NO,@0BusiaKenya,@0BusiaKenya
inger_jensen@bivgs.no,Inger,G,Jensen,10/15/2003,male,student,+4796362005,Lundbakken 173,Levanger,Levanger,5002,NO,@0BusiaKenya,@0BusiaKenya
peninah_andresen@bivgs.no,Peninah,N,Andresen,5/25/2003,female,student,+4796459650,Fjordplassen 103,Gjøvik,Gjøvik,6758,NO,@0BusiaKenya,@0BusiaKenya
berit_eide@bivgs.no,Berit,R,Eide,6/11/2003,female,student,+4796699780,Dalstien 141,Gjøvik,Gjøvik,4761,NO,@0BusiaKenya,@0BusiaKenya
jenny_kristoffersen@bivgs.no,Jenny,N,Kristoffersen,5/20/2003,female,student,+4796189863,Skogstien 129,Hønefoss,Hønefoss,7766,NO,@0BusiaKenya,@0BusiaKenya
thea_knutsen@bivgs.no,Thea,E,Knutsen,2/3/2003,male,student,+4796822105,Dalenga 150,Gjøvik,Gjøvik,9072,NO,@0BusiaKenya,@0BusiaKenya
dag_arnesen@bivgs.no,Dag,G,Arnesen,3/3/2003,male,student,+4796161410,Fjordhagen 66,Levanger,Levanger,9019,NO,@0BusiaKenya,@0BusiaKenya
mwanaidi_ali@bivgs.no,Mwanaidi,A,Ali,5/19/2003,female,student,+4796306758,Skogveien 184,Sogndal,Sogndal,2215,NO,@0BusiaKenya,@0BusiaKenya
chinedu_morison@bivgs.no,Chinedu,I,Morison,5/13/2003,male,student,+4796779421,Havbråten 110,Lillestrøm,Lillestrøm,6356,NO,@0BusiaKenya,@0BusiaKenya
chinedu_okafor@bivgs.no,Chinedu,I,Okafor,7/6/2003,male,student,+4796901332,Elvgata 85,Sogndal,Sogndal,6297,NO,@0BusiaKenya,@0BusiaKenya
marianne_ruud@bivgs.no,Marianne,R,Ruud,8/19/2003,male,student,+4796500231,Fjordplassen 98,Gjøvik,Gjøvik,4631,NO,@0BusiaKenya,@0BusiaKenya
jens_lunde@bivgs.no,Jens,N,Lunde,2/11/2003,male,student,+4796347126,Solbakken 143,Kirkenes,Kirkenes,3013,NO,@0BusiaKenya,@0BusiaKenya
morten_olsen@bivgs.no,Morten,R,Olsen,8/24/2003,female,student,+4796674234,Bergplassen 81,Sandvika,Sandvika,4968,NO,@0BusiaKenya,@0BusiaKenya
karoline_ahmed@bivgs.no,Karoline,R,Ahmed,4/9/2003,female,student,+4796133973,Dalbråten 106,Kongsvinger,Kongsvinger,8573,NO,@0BusiaKenya,@0BusiaKenya
ola_bakke@bivgs.no,Ola,A,Bakke,1/12/2003,female,student,+4796381209,Bergstien 55,Alta,Alta,6771,NO,@0BusiaKenya,@0BusiaKenya
tore_abrahamsen@bivgs.no,Tore,R,Abrahamsen,10/23/2003,female,student,+4796633656,Bergenga 172,Kirkenes,Kirkenes,6998,NO,@0BusiaKenya,@0BusiaKenya
caroline_narocho@bivgs.no,Caroline,R,Narocho,3/8/2003,female,student,+4796245956,Skogenga 7,Fauske,Fauske,6891,NO,@0BusiaKenya,@0BusiaKenya
silvia_berg@bivgs.no,Silvia,L,Berg,9/8/2003,female,student,+4796864903,Åsstien 14,Tynset,Tynset,9238,NO,@0BusiaKenya,@0BusiaKenya
valentino_ojiambo@bivgs.no,Valentino,L,Ojiambo,4/4/2003,male,student,+4796815403,Skogveien 197,Moelv,Moelv,2820,NO,@0BusiaKenya,@0BusiaKenya
peter_kubebea@bivgs.no,Peter,T,Kubebea,9/4/2003,male,student,+4796284398,Elvenga 108,Tynset,Tynset,4155,NO,@0BusiaKenya,@0BusiaKenya
lucas_schmidt@bivgs.no,Lucas,C,Schmidt,6/26/2003,male,student,+4796665133,Fjordenga 166,Moelv,Moelv,6508,NO,@0BusiaKenya,@0BusiaKenya
marie_dubois@bivgs.no,Marie,R,Dubois,7/16/2003,female,student,+4796161756,Elvgata 17,Jessheim,Jessheim,9465,NO,@0BusiaKenya,@0BusiaKenya
emma_janssen@bivgs.no,Emma,M,Janssen,11/12/2003,female,student,+4796953142,Havgata 173,Lillestrøm,Lillestrøm,5339,NO,@0BusiaKenya,@0BusiaKenya
maximilan_martini@bivgs.no,Maximilan,X,Martini,4/16/2003,male,student,+4796160942,Vikgata 15,Narvik,Narvik,6558,NO,@0BusiaKenya,@0BusiaKenya
clara_bernard@bivgs.no,Clara,A,Bernard,8/18/2003,female,student,+4796479389,Åsplassen 60,Moelv,Moelv,6237,NO,@0BusiaKenya,@0BusiaKenya
julian_nielsen@bivgs.no,Julian,L,Nielsen,3/5/2003,male,student,+4796794121,Fjordgata 192,Lillestrøm,Lillestrøm,6855,NO,@0BusiaKenya,@0BusiaKenya
sophie_brown@bivgs.no,Sophie,P,Brown,8/19/2003,female,student,+4796471158,Solveien 62,Narvik,Narvik,6460,NO,@0BusiaKenya,@0BusiaKenya
leon_bauer@bivgs.no,Leon,O,Bauer,8/23/2003,male,student,+4796318271,Fjordbakken 40,Alta,Alta,8952,NO,@0BusiaKenya,@0BusiaKenya
mohammed_salim@bivgs.no,Mohammed,H,Salim,9/16/2003,male,student,+4796938768,Bergbråten 141,Levanger,Levanger,2777,NO,@0BusiaKenya,@0BusiaKenya
bikash_wamalwa@bivgs.no,Bikash,K,Wamalwa,7/26/2004,female,student,+4796105330,Bergenga 152,Moss,Moss,1397,NO,@0BusiaKenya,@0BusiaKenya
xiao_chengo@bivgs.no,Xiao,A,Chengo,5/26/2004,male,student,+4796398374,Elvhagen 1,Moelv,Moelv,2152,NO,@0BusiaKenya,@0BusiaKenya
ole_olsen@bivgs.no,Ole,E,Olsend,5/18/2004,male,student,+4796311515,Åshagen 37,Tynset,Tynset,2900,NO,@0BusiaKenya,@0BusiaKenya
mei_huang@bivgs.no,Mei,I,Huang,10/15/2004,male,student,+4796131366,Fjordbakken 193,Narvik,Narvik,7052,NO,@0BusiaKenya,@0BusiaKenya
